TERM,SUBJECT,CATALOG_NBR,CLASS_SECTION,CLASS_NUMBER,COURSE_DESCR,INSTR_LAST_NAME,INSTR_FIRST_NAME,A,B,C,D,F,SASTISFACTORY,TOTAL_DROPPED,AVG_GPA
Spring 2023,HON,3301,03,15495,Readings in Medicine & Society,Valier,Helen K,20,2,0,0,0,0,0,3.879
Summer 2022,SPEC,8301,01,15495,Professional Writing,Martens,Monica Lynn Curry,11,0,0,0,0,0,0,3.970
Spring 2024,GHL,3353,1,15496,Hosp Metrics & Data Analytics,Li,Ningqiao,9,4,0,0,0,0,0,3.718
Spring 2023,LAW,5345,1,15496,Real Estate Transactions,Crump,David L,10,9,1,0,0,4,0,3.384
Fall 2023,MUSA,6204,01,15496,Conducting,Krager,Franz A,5,0,0,0,0,0,0,4.000
Summer 2022,SPEC,6350,01,15496,Nature/Needs of Students w/GT,Hassett,Kristen Spring,2,0,0,0,0,0,0,4.000
Summer 2022,CHEE,5397,01,15497,Selected Topics,Kaushik,Krishna R,2,3,0,0,0,0,0,3.466
Spring 2024,GHL,4360,1,15497,Professional Development,Kenyan,Erin Oeser,61,13,1,0,3,0,0,3.603
Spring 2023,HON,3304,01,15497,Material Cultures of Medicine,Lunstroth,John,19,5,0,0,0,0,0,3.805
Fall 2023,ILAS,2350,01,15497,Knowledge and Methods,Oliva,Luca,49,6,4,2,10,0,7,3.127
Fall 2022,PSYC,6399,12,15497,Masters Thesis,Fetterman,Adam Kent,3,0,0,0,0,0,0,4.000
Summer 2022,CHEE,6397,01,15498,Selected Topics,Kaushik,Krishna R,7,4,0,0,0,0,0,3.606
Fall 2024,COSC,8398,106,15498,Doctoral Research,Deng,Zhigang,0,0,0,0,0,2,0,
Spring 2024,GHL,6324,1,15498,Hosp. Busn Strategies in Amer,Kim,Jaewook,8,0,0,0,0,0,0,4.000
Spring 2023,HON,3302,01,15498,Readings in Public Health,Lunstroth,John,7,2,0,0,0,0,0,3.741
Spring 2023,BIOE,4347,01,15499,Cell Biology for BME,Al-Ubaidi,Muayyad,3,8,3,0,0,0,0,3.071
Spring 2024,GHL,7334,1,15499,Pricing & Revenue Mgmt in Hosp,Kazemi Zarkouei,Mohammad Sadegh,7,0,2,0,0,0,0,3.519
Fall 2023,MUSA,2332,1,15499,Applied Oboe,Dinitz,Adam L,2,0,0,0,0,0,0,4.000
Summer 2022,SCLT,4389,32,15499,Practicum in Supply Chain,Kidd,Margaret A,5,14,2,0,1,0,0,2.895
Spring 2024,GHL,6340,1,15500,Behavior and Hosp. Lead. Strat,Guchait,Priyanko,8,0,0,0,0,0,0,4.000
Summer 2022,SCLT,4389,33,15500,Practicum in Supply Chain,Kidd,Margaret A,5,12,9,0,0,0,0,2.859
Spring 2023,BIOE,4313,01,15501,Intro to Neural Computation,Francis,Joseph Thachil,3,1,1,0,0,0,0,3.268
Spring 2024,MATH,3339,04,15501,Statistics for the Sciences,Cao,Jian,11,8,11,5,10,0,6,2.104
Spring 2024,ATP,6324,1,15502,Healthcare Administration,Knoblauch,Mark Alan,9,6,0,0,0,0,0,3.600
Fall 2023,SCLT,4396,30,15502,Internship in Supply Chain,Kidd,Margaret A,1,0,0,0,0,0,0,4.000
Fall 2023,ARTH,7393,01,15503,Art History Internship,Harren,Natilee O,4,1,0,0,0,0,0,3.866
Fall 2022,LACP,2111,1,15503,Liberal Arts Career Planning,Thompson,Monica,0,0,0,0,0,33,2,
Spring 2023,LAW,5357,1,15503,Evidence,Gomez,Alissa R,14,23,2,0,0,10,0,3.282
Fall 2022,ACCT,4331,04,15504,Federal Income Tax-Individual,Fernandez,Ramon,12,27,8,0,0,0,2,3.197
Fall 2023,COMM,3374,1,15504,Strategic Social Media,Uhrick,Jan,23,5,0,0,1,0,1,3.690
Spring 2024,GHL,6317,1,15504,Innovative Hosp. Technologies,Lee,Minwoo,8,0,0,0,0,0,0,3.918
Summer 2022,HRMA,2315,1,15505,Introduction to SPA Management,Doudna,Simone P,23,12,8,1,1,0,0,3.222
Spring 2024,MANA,4346,02,15505,Leadership Development,Evans,Klavdia Markelova,50,6,3,1,0,0,0,3.673
Fall 2022,HIST,8677,05,15506,Reading for Comps Exams,Mizelle Jr,Richard M.,0,0,0,0,0,1,0,
Summer 2022,HRMA,3154,1,15506,Rest. Mrktg Chicago Style,Taylor Jr,Scott T,11,0,0,0,0,0,0,3.970
Spring 2024,MANA,4350,02,15506,International Management,Celly,Nikhil,56,3,1,0,0,0,0,3.917
Fall 2024,COSC,8398,115,15507,Doctoral Research,Lin,Sen,0,0,0,0,0,1,0,
Fall 2023,ENGL,8698,1,15507,Graduate Research,Ehlers,Sarah E,0,0,0,0,0,1,0,
Summer 2022,HRMA,3371,1,15507,Multicultrl Etiquette Hosp Ind,Kenyan,Erin Oeser,36,6,3,1,2,0,0,3.562
Spring 2023,MANA,4310,02,15507,Behavioral Finance,Rude,Dale,3,1,0,0,1,0,1,3.000
Spring 2024,MANA,4341,01,15507,Leading Organizational Change,Evans,Klavdia Markelova,46,7,4,2,0,0,0,3.616
Summer 2022,HRMA,4350,1,15508,Strategy&Innovation Hosp Ind,Morosan,Cristian,29,4,2,1,3,0,1,3.393
Spring 2023,MANA,3335,07,15508,Intro Org Behavior and Mgmt,Currie,Daniel David,164,59,14,1,5,0,5,3.492
Spring 2024,MANA,4331,02,15508,Current Issues Human Res Mgmt,Walker,William A,9,1,3,0,0,0,1,3.385
Summer 2024,GEOL,1102,02,15509,Intro to Climate Change Lab,Griggs,Philip Travis,6,2,0,0,0,0,0,3.668
Fall 2022,HDCS,1300,05,15509,Human Ecosystems & Tech Change,Rifai,Rana Ihsan,37,7,3,3,3,0,6,3.284
Summer 2022,HRMA,4397,1,15509,Selected Topics Hosp Mgt,Legendre,Jungyoung Shin,16,3,2,1,0,0,0,3.530
Spring 2024,MANA,4330,03,15509,Intro to Strategic HR Mgt,Sebastijanovic,Marina,26,24,7,1,0,0,2,3.333
Spring 2023,MANA,4331,01,15509,Current Issues Human Res Mgmt,Walker,William A,18,4,0,1,0,0,2,3.710
Fall 2023,SCLT,2362,32,15509,Intro To Logistics Technology,Kidd,Margaret A,19,17,4,0,2,0,5,3.136
Fall 2022,COMM,1307,02,15510,Media and Society,Lyn,Robyn,47,4,2,0,2,0,2,3.679
Fall 2024,COSC,8398,118,15510,Doctoral Research,Mukherjee,Arjun,0,0,0,0,0,1,0,
Summer 2024,GEOL,1103,02,15510,Physical Geology Lab,Hauptvogel,Daniel William,4,4,1,0,0,0,0,3.407
Summer 2022,HRMA,4462,1,15510,Practical Project Mgmt in Hosp,Ramirez,Arlene D,5,0,0,0,0,0,0,3.934
Spring 2023,MANA,3335,08,15510,Intro Org Behavior and Mgmt,Geraldi,Mark,16,43,17,1,0,0,1,2.961
Spring 2024,MANA,4358,01,15510,Compensation and Benefits,Zamanipour,Tina,40,16,2,0,0,0,1,3.655
Fall 2023,POLS,3312,04,15510,"Arguments, Data, Politics",Marcinek,Elizabeth Nicole Simas,19,10,5,0,1,0,5,3.305
Spring 2024,BUSI,2305,04,15511,Business Statistics,Wiley,Briceon C,36,6,6,0,0,0,4,3.529
Summer 2022,HRMA,6197,1,15511,Selected Topics,Padilla,Magdalena Manzano,6,0,0,0,0,0,0,4.000
Summer 2024,IDNS,2197,01,15511,Top-Natrl Sci & Mth,Pattison,Donna,0,0,0,0,0,50,0,
Fall 2023,MUSI,6106,02,15511,Grad Large Ensemble,Marmolejo,Noe J,1,0,0,0,0,0,0,4.000
Spring 2024,BZAN,6350,01,15512,Quant Found for Busi Analytics,Wang,Cheng,8,0,0,0,0,0,0,4.000
Fall 2022,CHEM,6498,36,15512,Special Problems,Harth,Eva M,0,0,0,0,0,1,0,
Summer 2022,COMM,4397,1,15512,Selected Topics Communication,Houk,Keith R,11,0,0,0,0,0,0,4.000
Fall 2024,COSC,8398,120,15512,Doctoral Research,Pandurangan,Gopal,0,0,0,0,0,1,0,
Spring 2023,MANA,6310,01,15512,Fundamentals of Business,Celly,Nikhil,12,0,0,0,0,0,0,3.973
Spring 2024,BZAN,6353,01,15513,Res Design-Probs Busi Anlytcs,Aron,Ravi,6,23,0,0,0,0,0,3.207
Spring 2023,MANA,7A49,01,15513,Managerial Decision Making,Carlin,Barbara A,12,9,3,1,0,0,0,3.201
Spring 2024,BUSI,3300,01,15514,Intro to Personal Finance,Munchbach,Jim,44,6,0,0,1,0,4,3.791
Fall 2024,COSC,8398,122,15514,Doctoral Research,Pavlidis,Ioannis T,0,0,0,0,0,1,0,
Fall 2022,ENGL,4319,1,15514,English in Secondary Schools,Bachmann,Abbey M,32,1,0,0,0,0,0,3.900
Fall 2023,HRD,4352,1,15514,Facilitation Strategies,Clancy,James Patrick,26,4,2,1,0,0,1,3.677
Summer 2022,HRMA,6397,1,15514,Selected Topics,Legendre,Jungyoung Shin,18,0,0,0,0,0,0,3.982
Spring 2024,BUSI,3300,02,15515,Intro to Personal Finance,Munchbach,Jim,41,5,1,0,1,0,2,3.688
Summer 2022,COMM,4328,01,15515,Broadcast & Film Writing,Hamzah,Sahar Riyad,9,0,0,0,0,0,2,4.000
Spring 2023,INDS,2165,01,15515,Design Research Methods I,McEuen,Aaron Ross,15,3,2,0,0,0,0,3.535
Fall 2022,MATH,6358,02,15515,Probability & Stat. Computing,Poliak,Cathy Dawn,17,4,0,0,1,0,0,3.606
Spring 2024,BUSI,3300,03,15516,Intro to Personal Finance,Harvey,Danny,52,2,1,0,0,0,0,3.927
Fall 2024,COSC,8398,124,15516,Doctoral Research,Shah,Shishir,0,0,0,0,0,1,0,
Fall 2023,ENGL,3399,1,15516,Senior Honors Thesis,Lecourt,Sebastian Joseph,0,0,0,0,0,0,0,
Summer 2022,HRMA,7337,1,15516,Human Resources in Hospitality,Madera,Juan Manuel,8,0,0,0,0,0,0,4.000
Spring 2023,MANA,7373,01,15516,Strat Mgt O & G Industry,Angelides,Christos O,23,2,0,0,0,0,1,3.788
Summer 2022,COMM,4383,01,15517,Documentary Filmmaking,Hamzah,Sahar Riyad,10,2,0,0,0,0,0,3.833
Fall 2024,COSC,8398,125,15517,Doctoral Research,Shi,Weidong,0,0,0,0,0,1,0,
Spring 2024,MIS,4378,03,15517,Admin of Computer-Based MIS,Kniffen,Richard Chad,12,35,6,0,0,0,0,3.113
Fall 2023,MIS,7375,01,15517,Transaction Processing Systems,Messinger,Jacob Nelson,7,2,0,0,0,0,0,3.778
Fall 2023,ARTS,3374,02,15518,Computer Imaging,Chen,Shang-Yee Mark,12,5,0,0,0,0,0,3.609
Spring 2024,BCIS,1305,01,15518,Business Computer Applications,Felvegi,Emese,182,40,18,2,2,0,3,3.623
Fall 2022,BIOE,7399,06,15518,Masters Thesis,Roh,Jinsook,1,0,0,0,0,0,0,4.000
Spring 2024,BCIS,1305,02,15519,Business Computer Applications,Felvegi,Emese,145,54,28,5,7,0,10,3.343
Fall 2024,COSC,8398,127,15519,Doctoral Research,Subhlok,Jaspal,0,0,0,0,0,3,0,
Spring 2023,MANA,7356,01,15519,Inclusive Leadership,Walker,William A,4,0,0,0,0,0,0,4.000
Fall 2023,MUSA,4400,07,15519,Applied Voice,Vasquez,Hector A,2,0,0,0,0,0,0,4.000
Spring 2024,BCIS,1305,03,15520,Business Computer Applications,Felvegi,Emese,25,0,0,0,0,0,1,4.000
Fall 2024,COSC,8398,128,15520,Doctoral Research,Tsekos,Nikolaos V,0,0,0,0,0,1,0,
Summer 2022,HRMA,6397,2,15520,Selected Topics,Kenyan,Erin Oeser,11,1,0,0,0,0,0,3.944
Spring 2023,MANA,6A83,03,15520,Strategic Analysis,Wesley,Curtis,10,3,0,0,0,0,0,3.744
Fall 2024,COSC,8398,129,15521,Doctoral Research,Verma,Rakesh M,0,0,0,0,0,1,0,
Fall 2023,MANA,3335,10,15521,Intro Org Behavior and Mgmt,Sebastijanovic,Marina,192,49,4,3,0,0,2,3.726
Summer 2022,PHLS,7327,01,15521,Counseling Children,Hurt,Kara Marie,10,0,0,0,0,0,0,4.000
Spring 2024,PHOP,6160,2,15521,Gen Sem Visual Sciences,Sapoznik,Kaitlyn Anne,0,0,0,0,0,26,0,
Summer 2022,PHLS,7327,02,15522,Counseling Children,Hurt,Kara Marie,5,0,0,0,0,0,0,4.000
Spring 2024,PHOP,7241,2,15522,Pathophysiology of the Eye,Harrison,Wendy W,6,0,0,0,0,0,0,4.000
Summer 2022,PHLS,7301,01,15523,Practicum,Hurt,Kara Marie,0,0,0,0,0,10,1,
Spring 2024,PHOP,7242,2,15523,Visual Neuroscience,Das,Vallabh E,5,0,0,0,0,0,0,4.000
Fall 2023,POLS,6398,01,15523,Special Problems,Church,Jeffrey,3,0,0,0,0,0,0,4.000
Spring 2023,AAMS,2300,01,15524,Intro Asian American Studies,Nguyen,An,2,2,4,2,3,0,2,1.846
Fall 2023,CHIN,2311,02,15524,Intermediate Chinese I,Wang,Wei,3,4,3,2,0,0,0,2.612
Fall 2024,COSC,8399,101,15524,Doctoral Dissertation,Alipour,Mohammad Amin,1,0,0,0,0,0,0,4.000
Summer 2022,PHLS,7301,02,15524,Practicum,McCoy,Leah,0,0,0,0,0,7,0,
Spring 2024,PHOP,7243,2,15524,Optics and the Eye,Porter,Jason,4,0,0,0,0,0,0,4.000
Spring 2023,COMM,1303,03,15525,Writing for Communicators,Lyn,Robyn,31,4,0,1,5,0,5,3.350
Summer 2022,PHLS,7301,03,15525,Practicum,Smedley,Diane Renee,0,0,0,0,0,5,1,
Spring 2024,PHOP,6371,3,15525,Experimental Design in VS,Burns,Alan R,17,0,0,0,0,0,0,3.806
Fall 2023,PSYC,8399,24,15525,Doctoral Dissertation,Damian,Rodica Ioana,0,0,0,0,0,1,0,
Spring 2023,ARCH,1210,01,15526,Introduction to Design Media,Kudless,Andrew Justin,63,30,12,1,7,0,4,3.227
Fall 2023,ENTR,4380,01,15526,Venture Fund,Rassin,Keith David,3,0,0,0,0,0,0,3.780
Summer 2022,PHLS,7301,04,15526,Practicum,Smedley,Diane Renee,0,0,0,0,0,10,1,
Fall 2022,PSYC,2317,06,15526,Intro to Psychology Statistics,Saiyed,Amna Shabbir,63,5,1,0,0,0,0,3.875
Fall 2022,BZAN,6310,04,15527,Quant Analysis for Busn Dec,Hou,Jinghui,50,8,0,1,1,0,0,3.712
Summer 2022,ENGI,2304,10,15527,Technical Communications,Salvo,Deborah C,23,1,0,0,0,0,0,3.917
Spring 2024,FINA,4353,02,15527,Practicum Pers Finan Planning,Lopez,John C,7,9,1,0,0,0,0,3.469
Spring 2023,SPEC,7394,01,15527,Diagnostician Practicum I,Hassett,Kristen Spring,0,0,0,0,0,5,0,
Summer 2022,ENGI,2304,11,15528,Technical Communications,Ellis,Kelly Ann,15,7,1,0,0,0,0,3.594
Spring 2024,FINA,4382,01,15528,Developing R E Project,Williams,Junious E,27,7,3,0,2,0,1,3.478
Fall 2023,MATH,6398,05,15528,Special Problems,Timofeyev,Ilya,0,0,0,0,0,5,0,
Spring 2023,SPEC,7395,01,15528,Diagnostician Practicum II,Hassett,Kristen Spring,0,0,0,0,0,8,0,
Spring 2023,ARCH,1501,20,15529,Arc/Int Arc Design Studio II,Murray,Cara,2,4,4,0,1,0,3,2.545
Summer 2022,COMM,4357,1,15529,Intercultural Communication,Vaughn,Ginger Koto,16,3,0,0,0,0,1,3.877
Fall 2023,PHOP,7275,1,15529,Intro Comp Thinking w/Python,Della Santina,Luca,5,0,0,0,0,0,0,3.802
Spring 2024,SCM,7335,01,15529,Logistics Management,Robinson Jr,Powell Ersell,11,18,0,0,0,0,0,3.300
Fall 2024,COSC,8399,107,15530,Doctoral Dissertation,Eick,Christoph F,1,0,0,0,0,0,0,4.000
Summer 2022,ENGI,2304,12,15530,Technical Communications,Ellis,Kelly Ann,19,3,0,0,0,0,0,3.819
Fall 2023,PHOP,6377,1,15530,Intro Opt Sense &Biophotonics,Larin,Kirill,1,0,0,0,0,0,0,3.670
Spring 2024,SCM,7385,01,15530,Supply Chain Corp Projects,Smith,Gordon D,8,0,0,0,0,0,0,4.000
Summer 2022,ENGI,2304,13,15531,Technical Communications,Ellis,Kelly Ann,19,3,0,0,0,0,0,3.849
Spring 2024,FINA,7383,01,15531,R E MKT Analysis & Valuation,Witte,Jerome,8,0,0,0,0,0,0,3.959
Fall 2023,PHAR,5683,1,15531,Cardiology,Wang,Elisabeth,2,0,0,0,0,0,0,4.000
Summer 2022,ENGI,2304,14,15532,Technical Communications,Smith-Irving,Brandi,16,3,1,0,1,0,0,3.587
Spring 2024,FINA,4323,01,15532,Investment & Mutual Fund Mgt,Blanchfield,Craig,34,17,3,0,0,0,0,3.635
Spring 2023,PHYS,6363,01,15532,Graduate Laboratory,Ren,Zhifeng,5,0,0,0,0,0,0,3.802
Spring 2024,BUSI,3302,01,15533,Connecting Bauer to Business,Belinne,Jamie King,363,32,11,2,1,0,5,3.844
Spring 2023,CNST,3185,3,15533,Construction Experience,Beadle,Dwight D,43,8,4,0,0,0,0,3.709
Summer 2022,ENGI,2304,15,15533,Technical Communications,Smith-Irving,Brandi,15,1,3,0,1,0,0,3.401
Summer 2022,ARCH,3397,01,15534,Selected Topics,Diehl,Tom,3,14,5,0,1,0,0,2.768
Spring 2024,BUSI,3302,02,15534,Connecting Bauer to Business,Belinne,Jamie King,246,53,19,3,3,0,5,3.654
Spring 2023,CNST,3265,2,15534,Construction Layout & Site Dvp,Lupher,Jacob John,23,16,6,0,1,0,0,3.268
Fall 2023,PHOP,6257,12,15534,Research Practicum B,Cheng,Han,1,0,0,0,0,0,0,4.000
Spring 2024,BUSI,4350,01,15535,Business Law and Ethics,Currie,Daniel David,231,37,4,2,0,0,0,3.751
Spring 2023,INDS,3397,01,15535,Selected Topics,Kang,Chul Min,3,0,0,0,0,0,0,3.780
Fall 2023,PHOP,8199,3,15535,Doctoral Dissertation,Coulson-Thomas,Vivien J,1,0,0,0,0,0,0,4.000
Summer 2022,ARCH,6397,01,15536,Sel Tpcs-Arc/Urbn Desgn,Diehl,Tom,2,1,1,0,0,0,0,3.333
Spring 2024,BUSI,4350,02,15536,Business Law and Ethics,Williams,John M,211,47,12,2,0,0,2,3.688
Spring 2023,ELED,4315,04,15536,Mathematics in Elem School II,Cutler,Carrie Sybil,18,3,0,0,0,0,0,3.826
Fall 2022,MATH,8698,17,15536,Doctoral Research,Mamonov,Alexander V,0,0,0,0,0,1,0,
Spring 2024,BUSI,4350,03,15537,Business Law and Ethics,Williams,John M,116,48,7,3,6,0,7,3.428
Fall 2024,COSC,8399,114,15537,Doctoral Dissertation,Kakadiaris,Ioannis A,0,0,0,0,0,1,0,
Spring 2023,ACCT,7378,01,15538,Govt & Non-Profit Accounting,Bailey-Rihawi,Esther Elizabeth,19,7,0,0,0,0,0,3.743
Spring 2024,BUSI,4350,04,15538,Business Law and Ethics,Williams,John M,81,22,3,1,0,0,0,3.649
Fall 2022,MUSA,8320,20,15538,Doctoral Applied Music,Fischer,Jonathan,1,0,0,0,0,0,0,4.000
Spring 2024,BUSI,4350,05,15539,Business Law and Ethics,Williams,John M,29,13,2,1,1,0,0,3.464
Spring 2023,ELET,4326,01,15539,Power Converter Circuits,Shireen,Wajiha,4,4,2,0,0,0,0,3.134
Fall 2024,COSC,8399,117,15540,Doctoral Dissertation,Merchant,Fatima Aziz,1,0,0,0,0,0,0,4.000
Spring 2023,ELET,4126,01,15540,Power Converter Circuits Lab,Shireen,Wajiha,6,3,0,0,0,0,0,3.630
Fall 2022,HON,4399,02,15540,Senior Honors Thesis,Chen,Hua,1,0,0,0,0,0,0,4.000
Spring 2024,PHYS,1301,03,15540,College Physics I (lecture),Portillo Vazquez,Israel,7,7,6,5,2,0,8,2.420
Spring 2023,ACCT,2302,08,15541,Prin of Managerial Accounting,Seltz,Joe D,18,13,12,4,1,0,7,2.923
Spring 2024,PHYS,1301,06,15541,College Physics I (lecture),McElhenny,Brian Patrick,40,59,58,13,10,0,33,2.530
Spring 2024,MANA,4353,02,15542,Mgmt Training and Career Devel,Shumate,Lisa T,22,3,0,0,0,0,0,3.774
Fall 2023,PHOP,8498,3,15543,Doctoral Research,Patel,Nimesh Bhikhu,1,0,0,0,0,0,0,4.000
Spring 2023,PSYC,3339,03,15544,Intro To Clinical Psychology,Smit,Tanya,64,11,1,0,2,0,2,3.735
Fall 2024,COSC,8399,122,15545,Doctoral Dissertation,Pavlidis,Ioannis T,0,0,0,0,0,1,0,
Spring 2024,KIN,1304,2,15545,Public Hlt Issues in Phys/Obes,Graham,Marilynn Hadassah,263,22,1,0,0,0,1,3.929
Fall 2022,MARK,4389,07,15545,Marketing Strategy & Planning,Randazzo,Gary W,25,6,0,0,0,0,0,3.711
Spring 2023,SEDE,4311,01,15545,Teaching Social Studie Sec Sch,Brower,Samuel Richard,6,1,0,0,0,0,1,3.904
Spring 2024,KIN,1304,3,15546,Public Hlt Issues in Phys/Obes,Graham,Marilynn Hadassah,238,18,1,3,5,0,3,3.830
Spring 2023,KIN,3304,02,15546,Human Structure & Phys Perform,LaVoy,Emily Claire-Pyle,16,12,15,2,0,0,4,2.875
Spring 2024,KIN,1304,4,15547,Public Hlt Issues in Phys/Obes,Graham,Marilynn Hadassah,52,5,1,0,2,0,0,3.767
Spring 2023,KIN,3306,05,15547,Physiology-Human Performance,Hamilton,Marc,6,15,27,16,9,0,8,1.909
Spring 2023,KIN,3309,01,15548,Biomechanics,Gorniak,Stacey,14,33,27,8,12,0,1,2.323
Summer 2022,LAW,6321,1,15548,Professional Responsibility,Duncan,Meredith J,8,19,3,0,0,0,0,3.200
Fall 2022,SOCW,8999,3,15549,Dissertation,Cheung,Monit,0,0,0,0,0,1,0,
Spring 2023,KIN,4310,02,15550,Measurement Tech Human Perf,Parikh,Pranav J,34,13,2,0,0,0,0,3.606
Spring 2023,KIN,4370,01,15551,Exercise Testing,Markofski,Melissa,27,61,33,7,3,0,1,2.781
Summer 2022,LAW,7397,1,15551,Selected Topics,Swift,Kenneth Richard,4,7,0,0,0,0,0,3.394
Spring 2024,MANA,3335,09,15551,Intro Org Behavior and Mgmt,Currie,Daniel David,127,26,3,1,0,0,2,3.727
Spring 2024,BUSI,1301,01,15552,Business Principles,Thompson,Joseph Lee,116,1,1,0,1,0,2,3.938
Fall 2024,COSC,8399,129,15552,Doctoral Dissertation,Verma,Rakesh M,1,0,0,0,0,0,0,4.000
Fall 2023,MUSA,6304,02,15552,Conducting,Weber,Mary E,0,0,0,0,0,0,0,
Fall 2022,PSYC,6393,08,15552,Clinical Research Practicum,Sharp,Carla,1,0,0,0,0,0,0,4.000
Spring 2024,BUSI,1301,02,15553,Business Principles,Thompson,Joseph Lee,193,18,1,3,7,0,2,3.733
Fall 2022,NURS,3315,1,15553,Pathophysiology,Edwards-Maddox,Shermel Vinese,22,22,0,0,0,0,4,3.500
Fall 2023,SPAN,8399,14,15553,Dissertation,Hasbun,Rodrigo,0,0,0,0,0,2,0,
Spring 2024,COMM,2311,5,15554,Writing for Print and Digital,Crixell,Charles A,35,15,1,0,1,0,0,3.596
Fall 2023,NURS,3310,1,15554,Prof Role Dev & Practice Issue,Quintana,Danielle,32,5,0,0,0,0,0,3.865
Fall 2022,POLS,3313,02,15554,Intro Internatl Relatns,Marinov,Nikolay,6,18,8,4,4,0,3,2.475
Spring 2024,COMM,2311,09,15555,Writing for Print and Digital,Butler,Bryan C,11,10,2,0,0,0,1,3.248
Fall 2024,COSC,8698,101,15555,Doctoral Research,Alipour,Mohammad Amin,0,0,0,0,0,1,0,
Summer 2022,LAW,7397,2,15555,Selected Topics,Morath,Sarah,5,7,0,0,0,0,0,3.389
Fall 2022,PCOL,8399,1,15555,Doctoral Dissertation,Trivedi PhD,Meghana,0,0,0,0,0,1,0,
Fall 2023,PSYC,6359,03,15555,Directed Rsch in Clinical Psyc,Zvolensky,Michael J,1,0,0,0,0,0,0,4.000
Summer 2022,COMM,3311,2,15556,Editing Print & Digital Media,Crixell,Charles A,5,9,5,0,0,0,0,2.965
Fall 2024,COSC,8698,102,15556,Doctoral Research,Chen,Guoning,0,0,0,0,0,1,0,
Fall 2022,PHOP,6257,11,15556,Research Practicum B,Burns,Alan R,1,0,0,0,0,0,0,4.000
Summer 2022,BIOL,3330,01,15557,Biological Field Research,Cheek,Ann Oliver,6,10,0,0,0,0,0,3.478
Spring 2024,BUSI,1301,03,15557,Business Principles,Thompson,Joseph Lee,24,0,0,0,0,0,0,4.000
Fall 2024,COSC,8698,103,15557,Doctoral Research,Cheng,Albert M K,0,0,0,0,0,2,0,
Fall 2023,PHOP,6667,8,15558,Research Practicum A,Ostrin,Lisa,1,0,0,0,0,0,0,4.000
Spring 2024,PSYC,7338,01,15558,CDLNeuropsych: Assess/App II,Cirino,Paul,4,1,0,0,0,0,0,3.800
Spring 2023,SPAN,4337,01,15558,Contempry Span-Amer Lit,Rivera Garza,Cristina,4,0,1,0,0,0,0,3.534
Spring 2023,CLAS,3307,01,15559,Greek & Roman Myths of Heroes,Houlihan,James W,23,3,2,0,0,0,0,3.656
Spring 2024,KIN,4315,2,15559,Motor Learning and Control,Park,Seoung Hoon,35,7,1,0,0,0,2,3.775
Summer 2022,LAW,7397,3,15559,Selected Topics,Knake,Renee N,4,7,0,0,0,0,0,3.364
Spring 2024,COMM,2311,11,15560,Writing for Print and Digital,Roth,Geoffrey,15,5,1,0,2,0,2,3.333
Spring 2023,COMM,2326,1,15561,Intro to Sports Broadcasting,Trupiano,Jerome,19,0,1,0,0,0,0,3.900
Fall 2024,COSC,8698,107,15561,Doctoral Research,Eick,Christoph F,0,0,0,0,0,1,0,
Summer 2022,ACCT,4380,01,15562,Contro & Sec Intern Fin Inform,Kahl,Keith E,2,0,0,0,0,0,0,4.000
Spring 2024,COMM,2311,13,15562,Writing for Print and Digital,Radcliffe Andre,Jennifer,15,5,3,0,0,0,2,3.436
Spring 2023,COMM,2327,1,15562,Introduction to Screen Writing,Vaughan,Thomas Michael,16,7,4,0,0,0,0,3.432
Fall 2022,PHAR,5686,2,15562,Psychiatry,Truong,Mabel,3,0,0,0,0,0,0,4.000
Fall 2023,ARTS,2326,01,15563,Fundamentals of Sculpture,Patzke,Katie,8,2,0,0,2,0,0,3.084
Fall 2024,COSC,8698,109,15563,Doctoral Research,Gnawali,Omprakash D,0,0,0,0,0,1,0,
Spring 2023,HIST,1301,01,15563,The U.S. to 1877,Hopkins,Kelly Y,150,105,53,23,12,0,9,3.023
Fall 2022,PHAR,5695,2,15563,Geriatrics,Truong,Mabel,1,0,0,0,0,0,0,4.000
Fall 2023,CIS,3347,01,15564,IS Infrastructure & Networking,Martinez,Jose C,28,21,5,0,6,0,4,3.078
Spring 2023,HIST,1302,51,15564,The U.S. Since 1877,Modaff,Abigail,23,0,0,0,0,0,2,3.957
Spring 2024,MARK,4380,01,15564,Digital Selling,Habel,Johannes,14,12,0,0,0,0,0,3.386
Spring 2023,COMM,2356,1,15565,Business & Professional Comm,Lee,Jaesub,132,62,16,7,16,0,17,3.206
Fall 2024,COSC,8698,112,15566,Doctoral Research,Huang,Shou-Hsuan Stephen,0,0,0,0,0,1,0,
Spring 2023,NUTR,4353,01,15566,Cultural Comp for Nutr Prof,Yoon,Cynthia Yursun,44,10,4,1,0,0,0,3.560
Fall 2022,PSYC,8399,16,15566,Doctoral Dissertation,Gallagher,Matthew Ward,1,0,0,0,0,0,0,4.000
Fall 2024,COSC,8698,113,15567,Doctoral Research,Johnsson,Lennart,0,0,0,0,0,1,0,
Spring 2024,MANA,4355,03,15567,Selection and Staffing,Belinne,Jamie King,16,1,0,0,0,0,0,3.902
Fall 2023,MATH,6380,01,15567,Programming for Data Analytics,Shastri,Dvijesh J,8,11,2,0,0,0,2,3.223
